event_id,event_date,aircraft,aircraft_category,injury_severity,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,broad_phase_of_flight,aircraft_damage,make,model,total_injuries,year
20100104X13404,2010-01-01,Cessna 150G,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,150G,0.0,2010
20100106X32329,2010-01-01,Piper PA-32R-300,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-32R-300,0.0,2010
20100103X60452,2010-01-02,Fairchild SA227,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,FAIRCHILD,SA227,0.0,2010
20100105X60423,2010-01-02,Maule M-4-220C,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,MAULE,M-4-220C,0.0,2010
20100714X13546,2010-01-02,Hawker Beechcraft Corp. 200,Airplane,Non-Fatal,0.0,0.0,0.0,6.0,Unknown,Minor,Hawker Beechcraft Corp.,200,0.0,2010
20100104X03848,2010-01-03,Cessna 182P,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,182P,0.0,2010
20100112X95305,2010-01-03,Boeing 737,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Unknown,BOEING,737,0.0,2010
20100127X11900,2010-01-03,Mcdonnell Douglas MD-82,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Minor,MCDONNELL DOUGLAS,MD-82,0.0,2010
20100104X51148,2010-01-04,Cessna 172S,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,172S,1.0,2010
20100107X40353,2010-01-04,Boeing 737,Airplane,Non-Fatal,0.0,5.0,0.0,148.0,Unknown,Minor,BOEING,737,5.0,2010
20100118X42210,2010-01-04,Cessna 182,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,CESSNA,182,0.0,2010
20100105X11839,2010-01-05,Gates Learjet Corp. 35A,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,GATES LEARJET CORP.,35A,2.0,2010
20100107X32004,2010-01-05,Grumman American AA-5B,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,GRUMMAN AMERICAN,AA-5B,1.0,2010
20100107X52853,2010-01-05,Cessna 150L,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CESSNA,150L,1.0,2010
20100106X01145,2010-01-06,Cessna 172R,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CESSNA,172R,1.0,2010
20100106X11011,2010-01-06,Cessna 182J,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,CESSNA,182J,0.0,2010
20100106X55618,2010-01-06,Beech C-99,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BEECH,C-99,0.0,2010
20100107X10040,2010-01-06,Piper PA-32R-301T,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-32R-301T,0.0,2010
20100108X21035,2010-01-07,Cessna 195B,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CESSNA,195B,1.0,2010
20100219X11249,2010-01-07,Douglas DC8,Airplane,Non-Fatal,0.0,0.0,0.0,0.0,Unknown,Minor,DOUGLAS,DC8,0.0,2010
20100108X24939,2010-01-08,Larson RV8,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,LARSON,RV8,2.0,2010
20100111X10557,2010-01-08,Dassault Falcon 20C,Airplane,Non-Fatal,0.0,0.0,0.0,7.0,Unknown,Substantial,Dassault Falcon,20C,0.0,2010
20100111X20317,2010-01-08,Piper PA-28-181,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-28-181,0.0,2010
20100111X21042,2010-01-09,Cessna 140,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,Unknown,Substantial,CESSNA,140,2.0,2010
20100111X41106,2010-01-09,Stinson 108,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,STINSON,108,0.0,2010
20100111X22511,2010-01-10,Piper PA-32-300,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,PIPER,PA-32-300,2.0,2010
20100112X01501,2010-01-10,Engineering & Research ERCOUPE 415-CD,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,Unknown,Substantial,ENGINEERING & RESEARCH,ERCOUPE 415-CD,2.0,2010
20100112X10853,2010-01-10,Airbus Industrie A319-131,Airplane,Non-Fatal,0.0,3.0,0.0,50.0,Unknown,Minor,AIRBUS INDUSTRIE,A319-131,3.0,2010
20100113X31157,2010-01-12,Young Dee C KITFOX II,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,YOUNG DEE C,KITFOX II,0.0,2010
20100114X11754,2010-01-12,Atr ATR72,Airplane,Non-Fatal,0.0,0.0,0.0,48.0,Unknown,Minor,ATR,ATR72,0.0,2010
20100113X65321,2010-01-13,Cessna 140A,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,140A,0.0,2010
20100114X81633,2010-01-13,Foster John GLASAIR III,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,Foster John,Glasair III,1.0,2010
20100114X44731,2010-01-14,Piper PA-28-140,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,PIPER,PA-28-140,1.0,2010
20100115X35221,2010-01-14,Ercoupe 415-D,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,ERCOUPE,415-D,0.0,2010
20100115X35851,2010-01-14,Piper PA-12,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-12,0.0,2010
20100119X95202,2010-01-14,Quad City CHALLENGER,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,QUAD CITY,CHALLENGER,1.0,2010
20100115X45656,2010-01-15,Piper PA-31P,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Destroyed,PIPER,PA-31P,2.0,2010
20100119X00527,2010-01-15,Steele Samuel D RV-4,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,STEELE SAMUEL D,RV-4,2.0,2010
20100120X23310,2010-01-16,Cirrus SR22,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,CIRRUS,SR22,0.0,2010
20100120X85454,2010-01-16,Airbus A300-600R,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Minor,AIRBUS,A300-600R,0.0,2010
20100118X04427,2010-01-17,Mooney M20R,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,MOONEY,M20R,1.0,2010
20100118X74705,2010-01-17,Piper PA-32-300,Airplane,Fatal,3.0,0.0,0.0,0.0,Unknown,Destroyed,PIPER,PA-32-300,3.0,2010
20100119X42713,2010-01-17,Cessna 172,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Destroyed,CESSNA,172,2.0,2010
20100120X85827,2010-01-17,Cessna 177RG,Airplane,Non-Fatal,0.0,2.0,1.0,0.0,Unknown,Substantial,CESSNA,177RG,3.0,2010
20100118X21319,2010-01-18,Cessna P172D,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CESSNA,P172D,1.0,2010
20100118X40857,2010-01-18,Cessna 182R,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,182R,2.0,2010
20100118X55330,2010-01-18,Mitsubishi MU-2B-60,Airplane,Fatal,4.0,0.0,0.0,0.0,Unknown,Destroyed,MITSUBISHI,MU-2B-60,4.0,2010
20100118X64048,2010-01-18,Beech B-60,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,BEECH,B-60,2.0,2010
20100118X84245,2010-01-18,Luscombe 8,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,LUSCOMBE,8,1.0,2010
20100119X22858,2010-01-18,Cessna 172M,Airplane,Non-Fatal,0.0,0.0,2.0,0.0,Unknown,Substantial,CESSNA,172M,2.0,2010
20100121X91400,2010-01-18,Cessna 340,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,340,2.0,2010
20100119X00231,2010-01-19,Cessna 172M,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,CESSNA,172M,0.0,2010
20100120X52727,2010-01-19,Luscombe 8A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,LUSCOMBE,8A,0.0,2010
20100121X11234,2010-01-19,Beech B200,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,BEECH,B200,0.0,2010
20100121X82958,2010-01-19,Bombardier CL600,Airplane,Non-Fatal,0.0,0.0,0.0,34.0,Unknown,Minor,BOMBARDIER,CL600,0.0,2010
20100129X00036,2010-01-19,Boeing 737,Airplane,Non-Fatal,0.0,0.0,0.0,209.0,Unknown,Substantial,BOEING,737,0.0,2010
20100203X01641,2010-01-20,Cessna 560,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,560,0.0,2010
20100122X04141,2010-01-21,Piper PA-24-260,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-24-260,0.0,2010
20100124X35117,2010-01-21,Piper PA-28-181,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-28-181,0.0,2010
20100129X92638,2010-01-21,Boeing 747,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Minor,BOEING,747,0.0,2010
20100125X41838,2010-01-22,Beech 1900C,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,BEECH,1900C,2.0,2010
20100123X64746,2010-01-23,Costruzioni Aeronautiche Tecna P2002,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,Costruzioni Aeronautiche Tecna,P2002,2.0,2010
20100125X25502,2010-01-23,Cessna 182C,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,Unknown,Substantial,CESSNA,182C,2.0,2010
20100128X74138,2010-01-23,Cessna 172H,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,172H,0.0,2010
20100124X04040,2010-01-24,Smith AEROSTAR 601P,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Destroyed,SMITH,AEROSTAR 601P,2.0,2010
20100126X21214,2010-01-25,Czech Aircraft Works Spol Sro SPORTCRUISER,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,Unknown,Substantial,CZECH AIRCRAFT WORKS SPOL SRO,SPORTCRUISER,2.0,2010
20100126X35439,2010-01-25,Boeing 737,Airplane,Fatal,90.0,0.0,0.0,0.0,Unknown,Destroyed,BOEING,737,90.0,2010
20100126X62745,2010-01-26,Beech J35,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BEECH,J35,0.0,2010
20100127X02447,2010-01-26,Cessna 150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,150,0.0,2010
20100204X61041,2010-01-26,Socata TBM 700,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,SOCATA,TBM 700,0.0,2010
20100128X90328,2010-01-27,Beech A36,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,BEECH,A36,0.0,2010
20100129X43547,2010-01-27,American Champion Aircraft 8KCAB,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,American Champion Aircraft,8KCAB,0.0,2010
20100202X43439,2010-01-27,Piper PA-34,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,PIPER,PA-34,2.0,2010
20100128X15344,2010-01-28,Piper PA-28-181,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,PIPER,PA-28-181,1.0,2010
20110429X44811,2010-01-28,Embraer EMB-202,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Unknown,EMBRAER,EMB-202,0.0,2010
20100130X74840,2010-01-30,Grumman Acft Eng Cor-Schweizer G-164B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,0.0,2010
20100131X54844,2010-01-30,Cessna 172,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,172,0.0,2010
20100131X55354,2010-01-30,Piper PA-28-235,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-28-235,0.0,2010
20100131X62655,2010-01-30,Maule M-4-220C,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,MAULE,M-4-220C,0.0,2010
20100318X61927,2010-01-30,Maule M-6-235,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,MAULE,M-6-235,0.0,2010
20100201X91417,2010-01-31,Piper PA-17,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,PIPER,PA-17,1.0,2010
20100201X70053,2010-02-01,Cessna 150G,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,150G,0.0,2010
20100202X05446,2010-02-01,Cessna 402C,Airplane,Non-Fatal,0.0,0.0,0.0,7.0,Unknown,Substantial,CESSNA,402C,0.0,2010
20100202X55319,2010-02-01,Piper PA-32R-301T,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-32R-301T,0.0,2010
20100204X53512,2010-02-03,Cessna 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,172,0.0,2010
20100204X74536,2010-02-03,Boeing 747,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Minor,BOEING,747,0.0,2010
20100205X35108,2010-02-04,Piper Aircraft Inc PA-32R-301T,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER AIRCRAFT INC,PA-32R-301T,0.0,2010
20100209X10033,2010-02-04,Piper PA-31T,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-31T,0.0,2010
20100212X25909,2010-02-04,Mitsubishi MU-2B-60,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,MITSUBISHI,MU-2B-60,0.0,2010
20100204X45658,2010-02-06,Piper PA-25-235,Airplane,Fatal,3.0,0.0,0.0,3.0,Unknown,Substantial,PIPER,PA-25-235,3.0,2010
20100206X64603,2010-02-06,Beech A36,Airplane,Fatal,4.0,0.0,0.0,0.0,Unknown,Substantial,BEECH,A36,4.0,2010
20100207X15546,2010-02-06,Maule M-5-235C,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,MAULE,M-5-235C,0.0,2010
20100209X75719,2010-02-06,Cirrus SR22,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,Unknown,Substantial,CIRRUS,SR22,1.0,2010
20100224X92256,2010-02-06,Piper PA32,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Minor,PIPER,PA32,0.0,2010
20100207X21828,2010-02-07,Nanchang China CJ-6A,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,Unknown,Substantial,NANCHANG CHINA,CJ-6A,1.0,2010
20100209X90951,2010-02-07,Flight Design Gmbh CTLS,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,FLIGHT DESIGN GMBH,CTLS,0.0,2010
20100211X54210,2010-02-07,Bellanca 7ECA,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BELLANCA,7ECA,0.0,2010
20100315X23818,2010-02-08,Boeing 737,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Minor,BOEING,737,0.0,2010
20100208X72040,2010-02-08,Yakovlev YAK 52,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,YAKOVLEV,YAK 52,2.0,2010
20100209X93830,2010-02-08,Beech 65,Airplane,Fatal,1.0,3.0,0.0,0.0,Unknown,Substantial,BEECH,65,4.0,2010
20100218X23629,2010-02-08,Clopton Aero Llc AEROCOMP COMPAIR 7SL,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CLOPTON AERO LLC,AEROCOMP COMPAIR 7SL,0.0,2010
20100224X21409,2010-02-09,Beech 58,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,BEECH,58,0.0,2010
20100210X10612,2010-02-10,Leza Lockwood AIR CAM,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,Leza Lockwood,Air Cam,0.0,2010
20100212X44922,2010-02-11,Piper PA-28-235,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-28-235,0.0,2010
20100215X94124,2010-02-11,Liberty Aerospace Incorporated LIBERTY XL-2,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,LIBERTY AEROSPACE INCORPORATED,LIBERTY XL-2,1.0,2010
20100216X70042,2010-02-11,Cessna 172P,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,172P,0.0,2010
20100218X60806,2010-02-11,Piper PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-18-150,0.0,2010
20100212X05854,2010-02-12,Piper PA-31T,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,PIPER,PA-31T,1.0,2010
20100414X22829,2010-02-13,Cessna 680,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,680,0.0,2010
20100215X45017,2010-02-13,Aviat A1,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,AVIAT,A1,0.0,2010
20100216X20235,2010-02-13,Boeing 737-7H4,Airplane,Non-Fatal,0.0,1.0,1.0,83.0,Unknown,Unknown,BOEING,737-7H4,2.0,2010
20100305X52436,2010-02-13,Boeing 737,Airplane,Non-Fatal,0.0,0.0,0.0,125.0,Unknown,Minor,BOEING,737,0.0,2010
20100216X00010,2010-02-14,Cessna 550B,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Destroyed,CESSNA,550B,2.0,2010
20100217X52151,2010-02-14,Cessna 172N,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CESSNA,172N,1.0,2010
20100218X21244,2010-02-14,Piper PA-28-236,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,PIPER,PA-28-236,0.0,2010
20100304X04412,2010-02-14,Maule M-5-235C,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,MAULE,M-5-235C,0.0,2010
20100215X82210,2010-02-15,Cessna T337G,Airplane,Fatal,5.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,T337G,5.0,2010
20100216X34257,2010-02-16,Embraer EMB-120ER,Airplane,Non-Fatal,0.0,0.0,0.0,31.0,Unknown,Minor,EMBRAER,EMB-120ER,0.0,2010
20100217X01727,2010-02-17,Piper PA-30,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,PIPER,PA-30,2.0,2010
20100217X24906,2010-02-17,Cessna 310R,Airplane,Fatal,3.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,310R,3.0,2010
20100217X81849,2010-02-17,Fouga CM 170 MAGISTER,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,FOUGA,CM 170 MAGISTER,0.0,2010
20100223X45456,2010-02-17,Cessna 208B,Airplane,Non-Fatal,0.0,0.0,0.0,8.0,Unknown,Substantial,CESSNA,208B,0.0,2010
20100909X73431,2010-02-17,Boeing 757,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Unknown,BOEING,757,0.0,2010
20100218X25127,2010-02-18,Grumman Acft Eng Cor-Schweizer G-164B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,0.0,2010
20100218X33746,2010-02-18,Piper PA-28-236,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Destroyed,PIPER,PA-28-236,1.0,2010
20100219X10420,2010-02-18,Cessna 210L,Airplane,Non-Fatal,0.0,0.0,0.0,6.0,Unknown,Substantial,CESSNA,210L,0.0,2010
20100219X72651,2010-02-18,Cessna P210N,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CESSNA,P210N,1.0,2010
20100224X32811,2010-02-18,Cessna 172RG,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CESSNA,172RG,1.0,2010
20100219X33356,2010-02-19,Cessna 208B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,208B,0.0,2010
20100222X84927,2010-02-19,Boeing 747,Airplane,Non-Fatal,0.0,25.0,1.0,236.0,Unknown,Minor,BOEING,747,26.0,2010
20100220X04837,2010-02-20,Piper PA-32R-301T,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,PIPER,PA-32R-301T,2.0,2010
20100221X20856,2010-02-20,North American AT-6C,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,NORTH AMERICAN,AT-6C,0.0,2010
20100222X85652,2010-02-21,Piper PA-46-310P,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Minor,PIPER,PA-46-310P,0.0,2010
20100225X05017,2010-02-21,Cessna 172RG,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,172RG,0.0,2010
20100225X43337,2010-02-21,Cotter STITS PLAYMATE,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,Unknown,Substantial,COTTER,STITS PLAYMATE,2.0,2010
20100330X53518,2010-02-21,Boeing 757 - 236,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Unknown,BOEING,757 - 236,0.0,2010
20100222X53306,2010-02-22,Cessna 172,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,CESSNA,172,0.0,2010
20100223X13350,2010-02-22,Terrell Caragol RV-7,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,Terrell Caragol,RV-7,0.0,2010
20100223X30112,2010-02-22,Cessna 180B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,180B,0.0,2010
20100223X51349,2010-02-22,Piper PA 46-350P,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Destroyed,PIPER,PA 46-350P,2.0,2010
20100201X91137,2010-02-23,Schweizer Aircraft Corp G164B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,Schweizer Aircraft Corp,G164B,0.0,2010
20100223X72903,2010-02-23,Piper PA-28-180,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,PIPER,PA-28-180,1.0,2010
20100224X14910,2010-02-23,Diamond Aircraft Ind Inc DA 20-C1,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,DIAMOND AIRCRAFT IND INC,DA 20-C1,0.0,2010
20100406X71408,2010-02-23,Cessna 172P,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,172P,0.0,2010
20100410X23336,2010-02-23,American Champion 7KCAB,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,American Champion,7KCAB,0.0,2010
20100224X50823,2010-02-24,Hawker Beechcraft Corp. 65-B80,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Minor,Hawker Beechcraft Corp.,65-B80,0.0,2010
20100225X45345,2010-02-24,Piper PA-28-180,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,Unknown,Substantial,PIPER,PA-28-180,1.0,2010
20100309X14157,2010-02-24,Bombardier Inc BD-100-1A10,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,BOMBARDIER INC,BD-100-1A10,0.0,2010
20100225X05540,2010-02-25,Beech C23,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,BEECH,C23,2.0,2010
20100225X64107,2010-02-25,Cessna U206F,Airplane,Fatal,7.0,0.0,0.0,0.0,Unknown,Destroyed,CESSNA,U206F,7.0,2010
20100301X24939,2010-02-26,Cessna 206,Airplane,Fatal,5.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,206,5.0,2010
20100304X91007,2010-02-26,Cessna 310R,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Destroyed,CESSNA,310R,2.0,2010
20100309X25841,2010-02-26,Keller FK1 STOL,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,Keller,FK1 STOL,0.0,2010
20100227X05136,2010-02-27,Beech P35,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,BEECH,P35,1.0,2010
20100227X21306,2010-02-27,Piper PA-28-140,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Destroyed,PIPER,PA-28-140,1.0,2010
20100312X11236,2010-02-27,Grumman American AA-5,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,Grumman American,AA-5,0.0,2010
20100415X45958,2010-02-27,Cessna 340A,Airplane,Non-Fatal,0.0,3.0,0.0,0.0,Unknown,Substantial,CESSNA,340A,3.0,2010
20100228X33406,2010-02-28,Schafer STARDUSTER SA-300,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,SCHAFER,STARDUSTER SA-300,1.0,2010
20100228X65406,2010-02-28,Beech C24R,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Destroyed,BEECH,C24R,2.0,2010
20100301X21902,2010-02-28,Cessna 172,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,172,0.0,2010
20100301X31513,2010-02-28,Cessna 150,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,150,2.0,2010
20100228X15957,2010-03-01,Lacour LONG-EZE SR7-1,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,Lacour,Long-EZE SR7-1,0.0,2010
20100302X25146,2010-03-01,Cessna 525,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,525,0.0,2010
20100302X80100,2010-03-01,Socata TBM 700,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,SOCATA,TBM 700,0.0,2010
20100302X85127,2010-03-01,Piaggio P180,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIAGGIO,P180,0.0,2010
20100405X31640,2010-03-01,Cessna 172P,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,172P,0.0,2010
20111122X95137,2010-03-01,Boeing 737,Airplane,Non-Fatal,0.0,0.0,0.0,146.0,Unknown,Minor,BOEING,737,0.0,2010
20100309X41006,2010-03-02,Beech 65-A90,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,BEECH,65-A90,0.0,2010
20100312X60243,2010-03-02,Schulke AVID MAGNUM,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,Schulke,Avid Magnum,0.0,2010
20100303X41400,2010-03-03,Monroig Pedro J RANS S-6S,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,MONROIG PEDRO J,RANS S-6S,1.0,2010
