event_id,event_date,aircraft,aircraft_category,injury_severity,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,broad_phase_of_flight,aircraft_damage,make,model,total_injuries,year
20120420X55633,2012-04-13,Boeing 737 - 800,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Minor,BOEING,737 - 800,0.0,2012
20120414X83122,2012-04-14,Manzitto Michael A MWLANCAIR 235,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,MANZITTO MICHAEL A,MWLANCAIR 235,1.0,2012
20120415X00147,2012-04-14,Cessna 150M,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,150M,0.0,2012
20120416X50902,2012-04-14,T Bird Golden Circle Air Inc II,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,T BIRD GOLDEN CIRCLE AIR INC,II,1.0,2012
20120415X81927,2012-04-15,Tiger Aircraft Llc AG-5B,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,TIGER AIRCRAFT LLC,AG-5B,0.0,2012
20120416X65141,2012-04-15,Mooney M20B,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,Unknown,Substantial,MOONEY,M20B,2.0,2012
20120416X71420,2012-04-15,Willoughby Pete A STREAK SHADOW,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,WILLOUGHBY PETE A,STREAK SHADOW,1.0,2012
20120417X32350,2012-04-15,Piper PA-22-150,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,PIPER,PA-22-150,0.0,2012
20120417X44353,2012-04-15,Airbus Industrie A319-132,Airplane,Non-Fatal,0.0,1.0,2.0,95.0,Unknown,Minor,AIRBUS INDUSTRIE,A319-132,3.0,2012
20120418X32929,2012-04-15,Cessna 180F,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,CESSNA,180F,0.0,2012
20120419X54805,2012-04-16,Luscombe 8E,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,LUSCOMBE,8E,0.0,2012
20120420X35114,2012-04-16,Prendergast John/Vans RV-7A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PRENDERGAST JOHN/VANS,RV-7A,0.0,2012
20120417X02303,2012-04-17,Cessna 182G,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,182G,0.0,2012
20120417X35351,2012-04-17,Cessna 180J,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,180J,0.0,2012
20120419X92052,2012-04-17,Rockwell International S-2R,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,ROCKWELL INTERNATIONAL,S-2R,0.0,2012
20120419X92541,2012-04-17,Heiser Robert C Jr PULSAR XP,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,HEISER ROBERT C JR,PULSAR XP,1.0,2012
20120419X51642,2012-04-19,Cessna 421C,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,421C,1.0,2012
20120419X75715,2012-04-19,Skykits Usa Corp SAVANNAH ADV,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,SKYKITS USA CORP,SAVANNAH ADV,1.0,2012
20120420X01413,2012-04-19,Mooney M20F,Airplane,Non-Fatal,0.0,0.0,3.0,0.0,Unknown,Substantial,MOONEY,M20F,3.0,2012
20120420X40144,2012-04-19,Cessna 172R,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,172R,0.0,2012
20120424X25643,2012-04-19,Cessna 210,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,210,0.0,2012
20120427X01955,2012-04-20,Boeing 737,Airplane,Fatal,127.0,0.0,0.0,0.0,Unknown,Destroyed,BOEING,737,127.0,2012
20120420X45235,2012-04-20,Piper PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-18-150,0.0,2012
20120422X94838,2012-04-20,Raytheon Aircraft Company A36,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,Unknown,Substantial,RAYTHEON AIRCRAFT COMPANY,A36,2.0,2012
20120424X54750,2012-04-20,Beech C90,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,BEECH,C90,1.0,2012
20120424X61351,2012-04-20,Cessna T206H,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Destroyed,CESSNA,T206H,2.0,2012
20120421X43732,2012-04-21,Cirrus Design Corp SR22,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,CIRRUS DESIGN CORP,SR22,1.0,2012
20120427X21826,2012-04-21,Moody-Siple A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,MOODY-SIPLE,A,0.0,2012
20130110X10345,2012-04-22,Boeing 737,Airplane,Non-Fatal,0.0,0.0,0.0,171.0,Unknown,Minor,BOEING,737,0.0,2012
20120421X20827,2012-04-22,Cessna 150F,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,CESSNA,150F,1.0,2012
20120422X31201,2012-04-22,Beech P35,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,BEECH,P35,1.0,2012
20120422X32112,2012-04-22,Cessna 182J,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CESSNA,182J,1.0,2012
20120422X32659,2012-04-22,Beechcraft Corporation A36TC,Airplane,Non-Fatal,0.0,0.0,1.0,2.0,Unknown,Substantial,Beechcraft Corporation,A36TC,1.0,2012
20120423X32944,2012-04-22,Cub Crafters Inc CC11-100,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CUB CRAFTERS INC,CC11-100,0.0,2012
20120423X33636,2012-04-22,Mays KITFOX LITE 2,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,MAYS,KITFOX LITE 2,0.0,2012
20120423X93428,2012-04-22,Bumford-Royer CHRISTEN EAGLE II,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,BUMFORD-ROYER,CHRISTEN EAGLE II,1.0,2012
20120424X32715,2012-04-22,Alvarez Marvin R RANS S-6S,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,ALVAREZ MARVIN R,RANS S-6S,0.0,2012
20120424X42119,2012-04-22,Cessna 150H,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,Unknown,Substantial,CESSNA,150H,1.0,2012
20120419X54443,2012-04-23,League LANCAIR IV-TP,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,LEAGUE,LANCAIR IV-TP,2.0,2012
20120427X00201,2012-04-23,Clifton BREEZY,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CLIFTON,BREEZY,0.0,2012
20120509X23224,2012-04-24,Beech 58,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BEECH,58,0.0,2012
20120426X55701,2012-04-25,Evektor-Aerotechnik As SPORTSTAR,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,EVEKTOR-AEROTECHNIK AS,SPORTSTAR,0.0,2012
20120426X74830,2012-04-25,Cessna A185F,Airplane,Fatal,3.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,A185F,3.0,2012
20120427X35807,2012-04-25,Thrush Aircraft Inc S2R-H80,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,THRUSH AIRCRAFT INC,S2R-H80,0.0,2012
20130104X75253,2012-04-25,Pilatus PC6 - B2H4,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,PILATUS,PC6 - B2H4,2.0,2012
20120430X73551,2012-04-26,Beech A36,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BEECH,A36,0.0,2012
20121112X35729,2012-04-26,Cessna 172S,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,172S,0.0,2012
20120502X01340,2012-04-27,Cessna 560XL,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,CESSNA,560XL,0.0,2012
20120427X14331,2012-04-27,Bellanca 17-30A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BELLANCA,17-30A,0.0,2012
20120427X35846,2012-04-27,Cirrus Design Corp SR22,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,CIRRUS DESIGN CORP,SR22,1.0,2012
20120428X12401,2012-04-27,Aviat Aircraft Inc A-1B,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,Unknown,Substantial,AVIAT AIRCRAFT INC,A-1B,2.0,2012
20120428X40124,2012-04-27,Cessna 210,Airplane,Non-Fatal,0.0,2.0,0.0,1.0,Unknown,Substantial,CESSNA,210,2.0,2012
20120428X74532,2012-04-27,Glass Roy L RV-6,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,GLASS ROY L,RV-6,0.0,2012
20120504X92427,2012-04-27,Tucker-Hurni STARDUSTER SA-300,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,TUCKER-HURNI,STARDUSTER SA-300,0.0,2012
20120428X53650,2012-04-28,Rice Leo B KITFOX SERIES 5,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,RICE LEO B,KITFOX SERIES 5,0.0,2012
20120428X75500,2012-04-28,Hawker Beech V35B,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,Hawker Beech,V35B,0.0,2012
20120428X75917,2012-04-28,Cessna 172D,Airplane,Non-Fatal,0.0,0.0,1.0,1.0,Unknown,Substantial,CESSNA,172D,1.0,2012
20120430X35846,2012-04-28,Piper PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-18-150,0.0,2012
20120502X85511,2012-04-28,Piper PA-28-161,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-28-161,0.0,2012
20120430X11129,2012-04-28,Piper PA32R,Airplane,Fatal,6.0,0.0,0.0,0.0,Unknown,Destroyed,PIPER,PA32R,6.0,2012
20120430X00440,2012-04-29,Piper PA-18,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-18,0.0,2012
20120430X05437,2012-04-29,Piper PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-18-150,0.0,2012
20120430X23916,2012-04-29,Piper PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-18-150,0.0,2012
20120502X00514,2012-04-29,Cessna 195B,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,195B,0.0,2012
20120504X14025,2012-04-29,Temco GC-1B,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,TEMCO,GC-1B,1.0,2012
20120508X81441,2012-04-29,Cessna 150,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,150,1.0,2012
20120430X33525,2012-04-30,Piper PA-18-150,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,PIPER,PA-18-150,1.0,2012
20120501X21324,2012-04-30,Shoup Ronald R RV-6A,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,SHOUP RONALD R,RV-6A,1.0,2012
20120501X60639,2012-04-30,Arion Aircraft Llc LIGHTNING LS-1,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,ARION AIRCRAFT LLC,LIGHTNING LS-1,0.0,2012
20120501X52646,2012-05-01,Campbell David LEGACY,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CAMPBELL DAVID,LEGACY,0.0,2012
20120501X74608,2012-05-01,Cessna T210,Airplane,Non-Fatal,0.0,0.0,1.0,1.0,Unknown,Substantial,CESSNA,T210,1.0,2012
20120503X33353,2012-05-01,Cessna 172M,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,172M,0.0,2012
20120507X11122,2012-05-01,Cessna 152,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,152,0.0,2012
20120502X14109,2012-05-02,Berry Dean GLASAIR I,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BERRY DEAN,GLASAIR I,0.0,2012
20120503X72121,2012-05-03,Beech S35,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,BEECH,S35,2.0,2012
20120504X62009,2012-05-03,Short Bros. & Harland SC7 SERIES 3,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,SHORT BROS. & HARLAND,SC7 SERIES 3,0.0,2012
20120504X62522,2012-05-03,Air Tractor Inc AT-301,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,AIR TRACTOR INC,AT-301,0.0,2012
20120507X30606,2012-05-03,Galloway/Ward RV-4,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,GALLOWAY/WARD,RV-4,0.0,2012
20120529X15836,2012-05-03,Murphy Aircraft REBEL,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,Murphy Aircraft,Rebel,0.0,2012
20120505X53820,2012-05-05,Cessna 177B,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,177B,1.0,2012
20120505X75253,2012-05-05,Cessna 172F,Airplane,Non-Fatal,0.0,1.0,0.0,2.0,Unknown,Substantial,CESSNA,172F,1.0,2012
20120506X42842,2012-05-05,Cessna 195,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,CESSNA,195,0.0,2012
20120507X00611,2012-05-05,Piper PA42,Airplane,Fatal,4.0,0.0,0.0,0.0,Unknown,Destroyed,PIPER,PA42,4.0,2012
20120509X11022,2012-05-05,Evektor-Aerotechnik As SPORTSTAR PLUS,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,EVEKTOR-AEROTECHNIK AS,SPORTSTAR PLUS,0.0,2012
20120516X23158,2012-05-05,Piper PA-28RT-201T,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,Unknown,Substantial,PIPER,PA-28RT-201T,0.0,2012
20120517X50703,2012-05-05,Piper PA-28R-201T,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,PIPER,PA-28R-201T,0.0,2012
20120522X53206,2012-05-05,"Cubcrafters, Inc CC11-160",Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,"CubCrafters, Inc",CC11-160,0.0,2012
20120507X51002,2012-05-06,Cessna 182N,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,182N,0.0,2012
20120517X05337,2012-05-06,Maule M-7-260,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,MAULE,M-7-260,0.0,2012
20120509X23741,2012-05-07,Cessna 172R,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CESSNA,172R,1.0,2012
20120514X42505,2012-05-07,Cessna 172P,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,172P,0.0,2012
20120515X10453,2012-05-07,Air Tractor Inc AT-502B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,AIR TRACTOR INC,AT-502B,0.0,2012
20120504X60304,2012-05-08,Cessna 207A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,207A,0.0,2012
20120508X55013,2012-05-08,Cessna A188,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,A188,0.0,2012
20120509X22013,2012-05-08,Beech A36,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BEECH,A36,0.0,2012
20120509X45351,2012-05-08,Cessna 177A,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,Unknown,Substantial,CESSNA,177A,2.0,2012
20120509X55614,2012-05-08,Reims Aviation CESSNA FA152 AEROBAT,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,Reims Aviation,Cessna FA152 Aerobat,1.0,2012
20120511X90756,2012-05-08,Boeing 737,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Unknown,BOEING,737,0.0,2012
20120509X31107,2012-05-09,Gutierrez Pablino HUMMEL BIRD,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,GUTIERREZ PABLINO,HUMMEL BIRD,1.0,2012
20120509X61626,2012-05-09,Champion 7GCBC,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CHAMPION,7GCBC,1.0,2012
20120510X35303,2012-05-09,Donald K Stovall PIETENPOL AIRCAMPER,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,Donald K Stovall,Pietenpol Aircamper,0.0,2012
20120514X31737,2012-05-09,Flight Design Gmbh CTLS,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,FLIGHT DESIGN GMBH,CTLS,1.0,2012
20120514X81553,2012-05-09,Sukhoi SJ100,Airplane,Fatal,44.0,0.0,0.0,0.0,Unknown,Destroyed,SUKHOI,SJ100,44.0,2012
20120515X91833,2012-05-09,Cessna T210K,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,T210K,0.0,2012
20120510X63101,2012-05-10,Mooney M20J,Airplane,Fatal,2.0,0.0,1.0,0.0,Unknown,Substantial,MOONEY,M20J,3.0,2012
20120510X90151,2012-05-10,Costruzioni Aeronautiche Tecna P2006T,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,COSTRUZIONI AERONAUTICHE TECNA,P2006T,0.0,2012
20120511X40747,2012-05-10,Piper PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-18-150,0.0,2012
20120511X73555,2012-05-10,Airbus A319-112,Airplane,Non-Fatal,0.0,0.0,1.0,142.0,Unknown,Unknown,AIRBUS,A319-112,1.0,2012
20130128X92153,2012-05-10,Beech C90,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BEECH,C90,0.0,2012
20120511X43758,2012-05-11,Cessna 172R,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,172R,0.0,2012
20120511X83220,2012-05-11,Cessna 401,Airplane,Fatal,4.0,0.0,1.0,0.0,Unknown,Substantial,CESSNA,401,5.0,2012
20120512X82203,2012-05-11,Beech V35B,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,BEECH,V35B,1.0,2012
20120514X02114,2012-05-11,Boeing A75N1(PT17),Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,BOEING,A75N1(PT17),0.0,2012
20120514X15148,2012-05-11,Convair 440,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CONVAIR,440,0.0,2012
20120515X13641,2012-05-11,Maule MX-7,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,MAULE,MX-7,0.0,2012
20120627X53042,2012-05-11,Cessna 210,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,Unknown,Substantial,CESSNA,210,0.0,2012
20120513X43605,2012-05-12,Champion 7GC,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CHAMPION,7GC,0.0,2012
20120513X50125,2012-05-12,Beech 3NM,Airplane,Non-Fatal,0.0,3.0,0.0,0.0,Unknown,Substantial,BEECH,3NM,3.0,2012
20120513X50502,2012-05-12,Piper PA-12,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-12,0.0,2012
20120513X63412,2012-05-12,Luttenbacher Kurt BUSHBY MUSTANG 2,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,LUTTENBACHER KURT,BUSHBY MUSTANG 2,1.0,2012
20120514X14622,2012-05-12,Risher Jimmy E VANS AIRCRAFT RV-8,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,RISHER JIMMY E,VANS AIRCRAFT RV-8,0.0,2012
20120514X32313,2012-05-12,Beech A36TC,Airplane,Non-Fatal,0.0,1.0,0.0,5.0,Unknown,Substantial,BEECH,A36TC,1.0,2012
20120514X33019,2012-05-12,Pool MURPHY MOOSE,Airplane,Non-Fatal,0.0,3.0,0.0,0.0,Unknown,Substantial,POOL,MURPHY MOOSE,3.0,2012
20120515X73651,2012-05-12,Cessna 182S,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,182S,0.0,2012
20120605X24844,2012-05-12,Beech B90,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BEECH,B90,0.0,2012
20120605X52428,2012-05-12,Piper PA-32-260,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-32-260,0.0,2012
20120609X33249,2012-05-12,Staudacher Hydroplanes S300X,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,STAUDACHER HYDROPLANES,S300X,0.0,2012
20120513X50844,2012-05-13,M Squared BREESE,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,M SQUARED,BREESE,1.0,2012
20120513X54536,2012-05-13,Stinson SR-7B,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,STINSON,SR-7B,1.0,2012
20120514X11605,2012-05-13,Piper J3C-65,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,Unknown,Substantial,PIPER,J3C-65,1.0,2012
20120514X31656,2012-05-13,Beckert Bruce A RV-6,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,BECKERT BRUCE A,RV-6,1.0,2012
20120514X50822,2012-05-13,Maule M-7-420AC,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,Unknown,Substantial,MAULE,M-7-420AC,1.0,2012
20120517X70802,2012-05-13,Beech F33A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,BEECH,F33A,0.0,2012
20120523X00832,2012-05-13,Cessna T210M,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,T210M,2.0,2012
20120606X74300,2012-05-13,Maule M-4-220C,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,MAULE,M-4-220C,0.0,2012
20120514X20559,2012-05-14,Dornier 228,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Destroyed,DORNIER,228,0.0,2012
20120514X33812,2012-05-14,Piper PA-24-250,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-24-250,0.0,2012
20120514X92525,2012-05-14,Hunter A-20 VISTA CRUISER,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,HUNTER,A-20 VISTA CRUISER,0.0,2012
20120515X14741,2012-05-14,Troyer KITFOX 3,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,TROYER,KITFOX 3,1.0,2012
20120515X71110,2012-05-14,Piper PA-22-150,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-22-150,0.0,2012
20120516X00726,2012-05-14,Bellanca 7GCAA,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,BELLANCA,7GCAA,0.0,2012
20120519X10915,2012-05-15,Taylorcraft BC12-D,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,Unknown,Substantial,TAYLORCRAFT,BC12-D,2.0,2012
20120517X10644,2012-05-16,Bellanca 8GCBC,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,BELLANCA,8GCBC,0.0,2012
20120518X40139,2012-05-16,Cessna A185F,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,A185F,0.0,2012
20120529X40040,2012-05-16,Boeing MD83,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Minor,BOEING,MD83,0.0,2012
20120517X04631,2012-05-17,Marley KOLB FIRESTAR II,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,Unknown,Substantial,MARLEY,KOLB FIRESTAR II,1.0,2012
20120517X84920,2012-05-17,Czech Sport Aircraft A S SPORTCRUISER,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,Unknown,Substantial,CZECH SPORT AIRCRAFT A S,SPORTCRUISER,1.0,2012
20120517X93252,2012-05-17,Rotherwick Hr GLASAIR III,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,Rotherwick HR,Glasair III,0.0,2012
20120518X95227,2012-05-17,Piper PA46,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA46,0.0,2012
20120529X40515,2012-05-17,Boeing 737-800,Airplane,Unknown,0.0,0.0,0.0,0.0,Unknown,Unknown,BOEING,737-800,0.0,2012
20120530X14508,2012-05-17,Shiver TAILWIND W-10,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,SHIVER,TAILWIND W-10,0.0,2012
20120605X91738,2012-05-17,Short Bros SHORTS SD3-60,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,SHORT BROS,SHORTS SD3-60,0.0,2012
20120518X65127,2012-05-18,Hawker Aircraft Ltd HAWKER HUNTER MK.58A,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Destroyed,HAWKER AIRCRAFT LTD,HAWKER HUNTER MK.58A,1.0,2012
20120518X70641,2012-05-18,Aero Vodochody L-39,Airplane,Fatal,2.0,0.0,0.0,0.0,Unknown,Substantial,AERO VODOCHODY,L-39,2.0,2012
20120521X02548,2012-05-18,Cessna 195A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,CESSNA,195A,0.0,2012
20120519X31312,2012-05-19,Dial David L TITAN TORNADO II,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,DIAL DAVID L,TITAN TORNADO II,1.0,2012
20120521X01010,2012-05-19,Mooney M20C,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,Unknown,Substantial,MOONEY,M20C,1.0,2012
20120521X13941,2012-05-19,Cessna 170B,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,CESSNA,170B,0.0,2012
20120522X01311,2012-05-19,Piper PA-22-150,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,Unknown,Substantial,PIPER,PA-22-150,0.0,2012
20120522X45044,2012-05-19,Quicksilver SPRINT II,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,Unknown,Substantial,QUICKSILVER,Sprint II,2.0,2012
20120522X51243,2012-05-19,Air Tractor AT-602,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,AIR TRACTOR,AT-602,0.0,2012
20120524X42851,2012-05-19,Piper PA-28R-201,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,Unknown,Substantial,PIPER,PA-28R-201,0.0,2012
20120530X31241,2012-05-19,Cessna 182,Airplane,Fatal,1.0,0.0,0.0,0.0,Unknown,Substantial,CESSNA,182,1.0,2012
